AJ_Cook/AJ_Cook_0001.jpg	103.672	114.958	146.303	109.461	118.223	135.837	110.155	158.646	149.281	154.148	
AJ_Lamas/AJ_Lamas_0001.jpg	104.424	111.958	149.001	118.325	130.224	134.433	97.063	152.340	147.845	158.792	
Aaron_Eckhart/Aaron_Eckhart_0001.jpg	106.549	108.094	147.813	112.370	124.344	142.722	105.038	158.047	139.508	161.850	
Aaron_Guiel/Aaron_Guiel_0001.jpg	98.343	110.649	144.883	118.189	121.061	141.662	91.165	157.085	138.579	165.067	
Aaron_Patterson/Aaron_Patterson_0001.jpg	100.886	118.799	140.805	104.579	124.245	135.176	118.913	161.148	150.995	149.649	
Aaron_Peirsol/Aaron_Peirsol_0001.jpg	106.657	113.580	145.977	112.955	128.344	140.600	107.525	153.779	148.536	152.708	
Aaron_Peirsol/Aaron_Peirsol_0002.jpg	104.920	113.320	146.651	115.059	130.576	139.673	105.783	157.447	143.850	157.946	
Aaron_Peirsol/Aaron_Peirsol_0003.jpg	107.534	114.253	143.461	111.164	128.708	135.252	108.801	148.625	145.681	145.958	
Aaron_Peirsol/Aaron_Peirsol_0004.jpg	108.668	112.908	146.494	114.752	120.912	138.656	109.899	160.071	141.958	161.776	
Aaron_Pena/Aaron_Pena_0001.jpg	100.335	116.489	144.768	103.950	124.513	136.455	119.725	167.840	150.664	158.556	
Aaron_Sorkin/Aaron_Sorkin_0001.jpg	104.154	108.296	146.550	109.291	131.658	133.532	98.749	152.551	143.470	152.500	
Aaron_Sorkin/Aaron_Sorkin_0002.jpg	107.060	111.019	148.265	113.816	124.653	136.326	102.319	149.227	148.256	152.892	
Aaron_Tippin/Aaron_Tippin_0001.jpg	104.083	112.668	141.835	111.545	128.473	133.858	106.806	157.772	136.604	157.077	
Abba_Eban/Abba_Eban_0001.jpg	103.958	112.388	147.796	111.407	133.310	136.533	107.716	157.337	148.088	156.298	
Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg	105.632	112.162	145.807	114.883	130.722	130.873	106.098	155.790	142.680	157.651	
Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg	109.473	113.083	147.290	115.406	134.571	134.694	109.166	152.008	143.630	154.887	
Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg	105.792	110.258	148.244	114.476	125.844	141.734	104.253	156.754	138.242	161.307	
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg	105.085	113.604	147.740	116.749	126.191	133.709	107.411	157.442	137.059	160.487	
Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg	106.964	109.703	145.969	118.840	122.984	138.489	102.297	152.263	131.109	159.637	
Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg	106.051	115.358	154.175	114.924	120.548	137.358	104.416	168.960	147.625	169.943	
Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg	99.738	114.468	148.258	106.513	126.219	140.282	106.025	158.559	157.435	150.224	
Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg	111.826	108.941	150.884	110.523	144.486	139.295	113.670	163.552	145.661	164.993	
Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg	100.021	106.991	153.571	110.148	130.299	145.736	98.237	163.410	145.638	167.378	
Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg	111.843	118.303	143.954	117.461	135.475	143.708	106.341	157.653	133.093	158.258	
Abdul_Rahman/Abdul_Rahman_0001.jpg	102.758	116.703	147.370	111.398	126.269	135.581	107.599	162.348	151.307	157.954	
Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg	108.185	110.368	147.640	116.107	127.797	139.563	104.312	152.980	136.703	159.184	
Abdullah/Abdullah_0001.jpg	106.171	113.361	147.364	114.540	128.120	133.170	110.015	157.050	141.317	158.340	
Abdullah/Abdullah_0002.jpg	105.740	113.478	150.260	117.839	124.457	130.406	104.829	155.117	137.794	159.161	
Abdullah/Abdullah_0003.jpg	103.861	111.235	146.986	109.999	123.064	139.511	110.415	158.588	143.153	159.255	
Abdullah/Abdullah_0004.jpg	109.617	115.518	146.758	111.219	120.066	135.841	116.176	162.141	144.708	159.040	
Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg	105.186	114.125	143.482	115.683	123.437	139.834	104.546	151.070	144.603	153.211	
Abdullah_Gul/Abdullah_Gul_0001.jpg	109.631	109.435	149.108	114.880	120.585	135.602	107.121	155.260	141.104	159.862	
Abdullah_Gul/Abdullah_Gul_0002.jpg	101.966	117.461	145.599	113.033	127.715	129.485	109.278	157.421	148.370	153.427	
Abdullah_Gul/Abdullah_Gul_0003.jpg	108.080	109.265	151.008	117.370	129.569	138.166	99.056	152.762	138.776	159.061	
Abdullah_Gul/Abdullah_Gul_0004.jpg	104.796	118.285	143.644	110.293	130.382	127.814	116.955	154.898	151.068	148.344	
Abdullah_Gul/Abdullah_Gul_0005.jpg	106.074	108.321	149.058	108.197	124.114	130.920	107.760	150.317	150.595	149.552	
Abdullah_Gul/Abdullah_Gul_0006.jpg	107.327	110.007	149.236	110.427	129.126	131.882	110.143	152.494	148.498	151.784	
Abdullah_Gul/Abdullah_Gul_0007.jpg	111.602	107.316	152.138	118.930	119.205	138.358	104.769	153.371	138.063	162.393	
Abdullah_Gul/Abdullah_Gul_0008.jpg	105.167	113.573	150.775	110.748	133.637	130.482	114.656	157.495	153.426	155.829	
Abdullah_Gul/Abdullah_Gul_0009.jpg	105.213	110.273	148.344	113.079	123.588	125.934	105.340	152.892	139.212	155.726	
Abdullah_Gul/Abdullah_Gul_0010.jpg	104.425	108.385	149.364	111.044	128.989	127.427	105.645	154.932	145.630	157.086	
Abdullah_Gul/Abdullah_Gul_0011.jpg	101.018	111.138	144.124	111.784	118.858	135.471	105.348	157.493	141.634	158.721	
Abdullah_Gul/Abdullah_Gul_0012.jpg	107.459	111.362	150.219	115.594	122.782	129.503	105.195	155.839	139.522	158.510	
Abdullah_Gul/Abdullah_Gul_0013.jpg	107.017	110.897	151.043	110.843	124.799	131.522	110.101	155.277	147.200	155.658	
Abdullah_Gul/Abdullah_Gul_0014.jpg	105.466	112.300	147.336	112.458	123.926	131.904	108.059	150.777	144.653	151.213	
Abdullah_Gul/Abdullah_Gul_0015.jpg	102.644	112.977	137.219	110.534	112.822	130.618	105.653	151.904	133.019	149.717	
Abdullah_Gul/Abdullah_Gul_0016.jpg	91.998	120.818	118.977	114.334	93.813	145.212	100.632	171.003	120.744	166.307	
Abdullah_Gul/Abdullah_Gul_0017.jpg	110.717	109.945	149.857	116.739	121.842	128.817	105.246	148.931	136.729	155.053	
Abdullah_Gul/Abdullah_Gul_0018.jpg	109.631	109.599	148.792	116.751	132.763	136.526	104.505	154.891	138.494	162.196	
Abdullah_Gul/Abdullah_Gul_0019.jpg	106.122	107.496	148.358	113.846	115.310	127.952	99.711	154.060	134.105	158.570	
Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg	106.348	108.529	144.633	116.415	130.370	137.344	103.101	156.606	134.290	162.934	
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.jpg	98.081	113.618	138.358	106.661	113.951	137.302	108.612	160.741	145.372	153.798	
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.jpg	99.251	117.727	141.607	106.287	125.260	129.698	114.090	162.488	150.961	152.718	
Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg	105.219	117.211	145.068	107.474	125.159	135.955	118.933	161.537	152.301	153.275	
Abdullatif_Sener/Abdullatif_Sener_0001.jpg	106.449	114.780	146.941	111.953	120.267	140.365	113.934	165.143	147.258	163.007	
Abdullatif_Sener/Abdullatif_Sener_0002.jpg	104.599	114.530	144.504	115.539	129.453	137.996	108.388	159.869	139.662	160.640	
Abel_Aguilar/Abel_Aguilar_0001.jpg	107.854	112.483	146.787	115.688	128.409	138.252	110.083	158.739	137.080	161.242	
Abel_Pacheco/Abel_Pacheco_0001.jpg	100.829	109.564	143.334	107.194	115.922	135.861	108.344	157.978	144.170	155.932	
Abel_Pacheco/Abel_Pacheco_0002.jpg	102.864	115.390	146.411	104.723	126.769	133.853	115.366	162.101	152.805	153.564	
Abel_Pacheco/Abel_Pacheco_0003.jpg	103.637	114.556	144.085	109.080	122.589	135.590	111.400	158.419	146.443	154.036	
Abel_Pacheco/Abel_Pacheco_0004.jpg	105.674	113.744	146.979	111.745	121.072	137.959	111.590	161.533	144.983	160.700	
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg	107.652	110.921	145.268	113.078	122.270	134.098	106.454	151.675	142.535	153.870	
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg	105.898	116.040	146.630	103.130	143.217	129.462	122.574	162.846	158.082	151.109	
Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg	106.304	109.707	146.415	110.122	125.394	137.832	109.327	155.383	141.801	156.901	
Abner_Martinez/Abner_Martinez_0001.jpg	104.109	115.368	142.432	108.545	126.597	133.114	108.801	149.220	151.112	141.957	
Abraham_Foxman/Abraham_Foxman_0001.jpg	104.047	111.215	144.424	109.871	125.188	129.794	109.482	152.184	139.937	151.557	
Aby_Har-Even/Aby_Har-Even_0001.jpg	108.711	109.187	150.167	116.417	124.093	134.700	103.868	152.311	141.234	159.250	
Adam_Ant/Adam_Ant_0001.jpg	102.339	113.285	148.521	111.326	123.339	142.443	109.319	162.788	144.403	161.790	
Adam_Freier/Adam_Freier_0001.jpg	108.905	106.893	147.481	113.533	128.506	138.085	102.823	150.890	132.807	155.581	
Adam_Herbert/Adam_Herbert_0001.jpg	106.433	115.032	144.183	110.847	129.095	138.140	111.463	157.255	146.593	153.287	
Adam_Kennedy/Adam_Kennedy_0001.jpg	99.916	109.479	147.178	110.208	131.543	134.488	102.856	160.941	144.277	159.934	
Adam_Mair/Adam_Mair_0001.jpg	106.105	111.614	145.852	109.107	127.235	143.392	112.732	157.791	144.111	154.490	
Adam_Rich/Adam_Rich_0001.jpg	103.841	114.033	148.011	117.153	121.637	140.395	104.479	158.644	141.972	161.436	
Adam_Sandler/Adam_Sandler_0001.jpg	105.621	115.221	146.417	112.654	128.045	145.318	114.530	168.218	143.867	167.021	
Adam_Sandler/Adam_Sandler_0002.jpg	103.901	119.732	146.710	111.897	115.936	147.229	114.329	173.074	150.064	168.870	
Adam_Sandler/Adam_Sandler_0003.jpg	104.271	112.071	146.864	112.583	133.245	134.661	110.798	161.732	143.208	162.753	
Adam_Sandler/Adam_Sandler_0004.jpg	106.144	111.838	144.646	109.927	134.116	137.370	111.083	156.647	143.055	154.685	
Adam_Scott/Adam_Scott_0001.jpg	108.643	109.599	146.090	109.806	125.669	139.354	115.796	154.510	146.694	153.391	
Adam_Scott/Adam_Scott_0002.jpg	101.516	118.479	146.988	109.196	124.193	133.444	112.145	166.499	150.461	160.340	
